"DateTime","6RV","1RV","2RH","3RV","8RH","7RH","Series 7","Series 8"
"2025-10-28 22:20:00",0.8344,,,,,,,
"2025-10-28 23:20:00",0.84213,,,,,,,
"2025-10-29 00:20:00",0.86842,,,,,,,
"2025-10-29 01:20:00",0.84285,,,,,,,
"2025-10-29 02:20:00",0.83418,,,,,,,
"2025-10-29 03:20:00",0.86491,,,,,,,
"2025-10-29 04:20:00",0.98678,,,,,,,
"2025-10-29 05:20:00",0.85272,,,,,,,
"2025-10-29 06:20:00",0.86272,,,,,,,
"2025-10-29 07:20:00",0.85297,,,,,,,
"2025-10-29 08:20:00",0.86337,,,,,,,
"2025-10-29 09:20:00",0.85794,,,,,,,
"2025-10-29 10:20:00",0.86476,,,,,,,
"2025-10-29 11:20:00",0.84673,,,,,,,
"2025-10-29 12:20:00",0.83481,,,,,,,
"2025-10-29 13:20:00",0.84855,,,,,,,
"2025-10-29 14:20:00",0.8751,,,,,,,
"2025-10-29 15:20:00",0.8273,,,,,,,
"2025-10-29 15:40:21",0.8496,,,,,,,
"2025-10-29 16:20:00",0.81836,,,,,,,
"2025-10-29 17:20:00",0.88214,,,,,,,
"2025-10-29 18:20:00",0.88305,,,,,,,
"2025-10-29 19:20:00",0.85074,,,,,,,
"2025-10-29 20:20:00",0.84783,,,,,,,
"2025-10-29 21:20:00",0.85053,,,,,,,
"2025-10-29 22:20:00",0.85505,,,,,,,
"2025-10-29 23:20:00",0.8643,,,,,,,
"2025-10-30 00:20:00",1.00498,,,,,,,
"2025-10-30 01:20:00",0.83731,,,,,,,
"2025-10-30 02:20:00",0.85649,,,,,,,
"2025-10-30 03:20:00",0.85449,,,,,,,
"2025-10-30 04:20:00",0.83332,,,,,,,
"2025-10-30 05:20:00",0.82265,,,,,,,
"2025-10-30 06:20:00",0.84557,,,,,,,
"2025-10-30 07:20:00",0.83144,,,,,,,
"2025-10-30 08:20:00",0.81242,,,,,,,
"2025-10-30 09:20:00",0.82936,,,,,,,
"2025-10-30 10:20:00",0.84378,,,,,,,
"2025-10-30 11:20:00",0.82174,,,,,,,
"2025-10-30 12:20:00",0.83395,,,,,,,
"2025-10-30 13:39:18",0.82273,,,,,,,
"2025-10-30 14:20:00",0.79796,,,,,,,
"2025-10-30 15:20:00",0.81511,,,,,,,
"2025-10-30 16:20:00",0.81419,,,,,,,
"2025-10-30 17:20:00",0.8247,,,,,,,
"2025-10-30 18:20:00",0.82749,,,,,,,
"2025-10-30 19:20:00",0.82479,,,,,,,
"2025-10-30 20:20:00",0.83438,,,,,,,
"2025-10-30 21:20:00",0.80664,,,,,,,
"2025-10-30 22:20:00",0.81739,,,,,,,
"2025-10-30 23:20:00",0.81814,,,,,,,
"2025-10-31 00:20:00",0.81337,,,,,,,
"2025-10-31 01:20:00",0.80083,,,,,,,
"2025-10-31 02:20:00",0.79347,,,,,,,
"2025-10-31 03:20:00",0.80312,,,,,,,
"2025-10-31 04:20:00",0.77819,,,,,,,
"2025-10-31 05:20:00",0.80895,,,,,,,
"2025-10-31 06:20:00",0.78494,,,,,,,
"2025-10-31 07:20:00",0.80605,,,,,,,
"2025-10-31 08:20:00",0.83673,,,,,,,
"2025-10-31 09:20:00",0.78262,,,,,,,
"2025-10-31 10:20:00",0.79996,,,,,,,
"2025-10-31 11:20:00",0.82152,,,,,,,
"2025-10-31 12:20:00",0.82424,,,,,,,
"2025-10-31 13:20:00",0.83148,,,,,,,
"2025-10-31 14:20:00",0.83088,,,,,,,
"2025-10-31 15:20:00",0.83481,,,,,,,
"2025-10-31 16:20:00",0.82479,,,,,,,
"2025-10-31 17:20:00",0.80751,,,,,,,
"2025-10-31 18:20:00",0.82367,,,,,,,
"2025-10-31 19:20:00",0.82141,,,,,,,
"2025-10-31 20:20:00",0.8222,,,,,,,
"2025-10-31 21:20:00",0.81645,,,,,,,
"2025-10-31 22:20:00",0.81428,,,,,,,
"2025-10-31 23:20:00",0.81014,,,,,,,
"2025-11-01 00:20:00",0.81099,,,,,,,
"2025-11-01 01:20:00",0.83785,,,,,,,
"2025-11-01 02:20:00",0.79905,,,,,,,
"2025-11-01 03:20:00",0.84162,,,,,,,
"2025-11-01 04:20:00",0.77519,,,,,,,
"2025-11-01 05:20:00",0.79127,,,,,,,
"2025-11-01 06:20:00",0.78206,,,,,,,
"2025-11-01 07:20:00",0.7748,,,,,,,
"2025-11-01 08:20:00",0.77769,,,,,,,
"2025-11-01 09:20:00",0.77662,,,,,,,
"2025-11-01 10:20:00",0.78913,,,,,,,
"2025-11-01 11:20:00",0.81341,,,,,,,
"2025-11-01 12:20:00",0.80306,,,,,,,
"2025-11-01 13:20:00",0.80122,,,,,,,
"2025-11-01 14:20:00",0.81198,,,,,,,
"2025-11-01 15:20:00",0.81729,,,,,,,
"2025-11-01 16:20:00",0.82562,,,,,,,
"2025-11-01 21:20:00",0.80626,,,,,,,
"2025-11-01 22:20:00",0.81263,,,,,,,
"2025-11-01 23:20:00",0.79648,,,,,,,
"2025-11-02 00:20:00",0.80639,,,,,,,
"2025-11-02 01:20:00",0.81558,,,,,,,
"2025-11-02 02:20:00",0.79676,,,,,,,
"2025-11-02 03:20:00",0.79776,,,,,,,
"2025-11-02 04:20:00",0.8,,,,,,,
"2025-11-02 05:20:00",0.81137,,,,,,,
"2025-11-02 06:20:00",0.795,,,,,,,
"2025-11-02 07:20:00",0.80279,,,,,,,
"2025-11-02 08:20:00",0.80266,,,,,,,
"2025-11-02 09:20:00",0.80816,,,,,,,
"2025-11-02 10:20:00",0.8086,,,,,,,
"2025-11-02 11:20:00",0.81765,,,,,,,
"2025-11-02 12:20:00",0.7993,,,,,,,
"2025-11-02 13:20:00",0.80029,,,,,,,
"2025-11-02 14:20:00",0.82151,,,,,,,
"2025-11-02 15:20:00",0.82529,,,,,,,
